ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,MGMT_NUM,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,MANUFACTURER,COUNT_BABY_SWING,COUNT_SR_SWING,COUNT_HANDICAP_SWING,COUNT_TIRE_SWING,COUNT_SAUCER_SWING,COUNT_PONY_SWING,INCLUSIVE,EQUIPMENT_AGE_CLASS,POINT
2011 PARKS FOUNDATION,MAL504,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,PLAY WORKS,1,1,,,,,,SENIOR,POINT (-114.0238685 51.0630376)
DISCOVERED ASSET,RIC708,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,4,STATIONARY TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.1229602 51.0257943)
,PAN456,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,150456,12,DIGGING TOY,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0876879 51.1515319)
"XX ACR 3 
GRAFFITI ON SUPPORT BEAM",MCK639,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,,,,,2,,,SENIOR,POINT (-113.9866093 50.9185999)
,CPF853,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,340853,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-113.9426138 50.9077453)
,GLR003,33 EDITH VW NW,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,15,SPRING TOY,MULTI BOUNCE,,,,,,,,,,POINT (-114.1700695 51.1875829)
BLAZER XX ACR 2,HPK821,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,MULTI BOUNCE,,,,,,,,,JUNIOR,POINT (-114.0657035 51.0908155)
,KCA835,,CALGARY PARKS,CALGARY PARKS,JUNIOR; NOT PART OF AGREEMENT,ACTIVE,110835,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,JUNIOR,POINT (-114.1343137 51.1579182)
,ING014,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,12,DIGGING TOY,NO BREAKDOWN,,,,,,,,,JUNIOR,POINT (-114.0397853 51.0436481)
,ABB569,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,360569,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,SENIOR,POINT (-113.9257804 51.0548621)
,MOR392,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,160383,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-113.9274547 51.0918613)
,CAN341,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,310341,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0740531 50.9407781)
,SVO012,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,3,CLIMBER,WOODEN CLIMBER,EARTHSCAPE,,,,,,,NO,,POINT (-114.0583619 50.875011)
,ROY391,,CALGARY PARKS,CALGARY PARKS,REUSED EQUIPMENT FROM STORAGE AT RICHMOND,ACTIVE,,2,SLIDE,STRAIGHT SLIDE,,,,,,,,NO,,POINT (-114.2291561 51.14798)
,PAN077,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.08554 51.1661739)
,CAR015,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,1,SWING,NO BREAKDOWN,HABITAT,1,2,,,,,,,POINT (-114.0907933 51.1778013)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,TAR137,,CALGARY PARKS,CALGARY PARKS,4 PERSON LEG PRESS,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-113.928463 51.1247726)
,WIL162,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,320162,1,SWING,NO BREAKDOWN,BLUE IMP,0,2,0,0,0,0,,SENIOR,POINT (-114.0520535 50.9494398)
,MON217,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,450217,7,TEETER TOTTER SEESAW,FULCRUM,,,,,,,,,COMBINED,POINT (-114.1501211 51.0688371)
,GLA651,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,440651,1,SWING,NO BREAKDOWN,BLUE IMP,0,0,0,1,0,0,NO,SENIOR,POINT (-114.1554739 51.0131486)
,CHA279,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,330279,1,SWING,NO BREAKDOWN,LITTLE TIKES,1,1,0,0,0,0,,SENIOR,POINT (-114.0343056 50.8795578)
,SIG721,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,440721,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,NO,COMBINED,POINT (-114.1718721 51.0262191)
,WHL493,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.1029222 51.0583546)
XX ACR 2,NEB011,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,PLAYWORKS,,,,,,,,JUNIOR,POINT (-113.9407088 50.9245152)
,NOL017,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,1,SWING,NO BREAKDOWN,,2,2,,,,,,,POINT (-114.1682022 51.1756016)
,MOR386,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,YES,,POINT (-113.9308035 51.0906855)
ADJUST SPATIAL WHEN DAS/ORTHO IS AVAILABLE,ERI814,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,GAMETIME,,,,,,,,,POINT (-113.9634913 51.0179255)
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,CPF864,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,VEHICLE,,,,,,,,,JUNIOR,POINT (-113.9318359 50.9147325)
,WIL162,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,320162,1,SWING,NO BREAKDOWN,,2,0,0,0,0,0,,JUNIOR,POINT (-114.0518228 50.9493154)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,DOV769,,CALGARY PARKS,CALGARY PARKS,LEG PRESS,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-113.9874811 51.0303028)
MUSHROOM MAZE XX ACR 2,CRE876,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,17,WATER PARK TOY,NO BREAKDOWN,,,,,,,,,,POINT (-114.0605579 51.0573105)
,LPK546,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,440546,1,SWING,NO BREAKDOWN,LITTLE TIKES,1,1,0,0,0,0,NO,COMBINED,POINT (-114.1361626 51.0156755)
DINOSAUR,MPK548,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,360548,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-113.94166 51.0624995)
,ROY388,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110390,15,SPRING TOY,VEHICLE,,,,,,,,,JUNIOR,POINT (-114.2301411 51.1452105)
"FOUR WHEELER
XX ACR 2",KEL006,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,4,STATIONARY TOY,VEHICLE,,,,,,,,,JUNIOR,POINT (-114.0872113 50.9872029)
,12B001,,CALGARY PARKS,CALGARY PARKS,1 PIECE,ACTIVE,,4,STATIONARY TOY,STEPPING LOGS,,,,,,,,NO,,POINT (-113.9037178 50.9368473)
,VAL937,,CALGARY PARKS,CALGARY PARKS,T BAR SWING,ACTIVE,,1,SWING,NO BREAKDOWN,GAME TIME,1,1,,,,,,,POINT (-114.2536618 51.090005)
XX ACR 2,BOW198,,CALGARY PARKS,CALGARY PARKS,SENIOR; LUNAR SCOOTER,ACTIVE,,5,SPINNING TOY,SPINNING POLE,,,,,,,,,SENIOR,POINT (-114.1963745 51.0885131)
,MPK535,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,360535,3,CLIMBER,DOME NET OR WEB CLIMBER,,,,,,,,,SENIOR,POINT (-113.9517694 51.0559458)
,DDG724,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,340724,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0051519 50.9535478)
,PAN041,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,150041,9,MULTI PLAY COMPLEX,NO BREAKDOWN,HABITAT SYSTEMS,,,,,,,,SENIOR,POINT (-114.0739862 51.1632241)
,SHG920,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,430920,1,SWING,NO BREAKDOWN,LITTLE TIKES,2,0,0,0,0,0,NO,JUNIOR,POINT (-114.1219488 51.0399245)
,GPK056,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,4,STATIONARY TOY,PLAY PANEL,LITTLE TYKES,,,,,,,,,POINT (-114.121788 50.974193)
,HOU484,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,JUNIOR,POINT (-114.1101947 51.0644343)
,GPK704,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,4,STATIONARY TOY,VEHICLE,,,,,,,,,JUNIOR,POINT (-114.1249463 50.9880029)
,BRE385,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,PLAYWORLD,0,0,0,0,0,0,NO,COMBINED,POINT (-114.1361839 51.0990743)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,APP903,,CALGARY PARKS,CALGARY PARKS,ELIPTICAL,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-113.9296461 51.0476965)
,MON241,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,450241,1,SWING,NO BREAKDOWN,BLUE IMP,0,0,0,1,0,0,,SENIOR,POINT (-114.1603495 51.0801389)
,PAN030,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,150030,1,SWING,NO BREAKDOWN,HABITAT SYSTEMS,2,2,0,0,0,0,,COMBINED,POINT (-114.0808769 51.158272)
,MCT839,,CALGARY PARKS,CALGARY PARKS,SENIOR; GROCERY STORE,ACTIVE,340839,4,STATIONARY TOY,PLAY PANEL,,,,,,,,,SENIOR,POINT (-113.9612084 50.925445)
ANIMAL - FROG,VAR104,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,120104,15,SPRING TOY,ANIMAL,BLUE IMP,,,,,,,,JUNIOR,POINT (-114.1616108 51.1013423)
,TUS659,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,120659,4,STATIONARY TOY,VEHICLE,ROMPERLAND,,,,,,,NO,COMBINED,POINT (-114.2557415 51.1266004)
,CIT967,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110967,9,MULTI PLAY COMPLEX,NO BREAKDOWN,KOMPAN,,,,,,,,JUNIOR,POINT (-114.1780207 51.1466165)
,NEB880,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,1,3,0,0,0,0,,COMBINED,POINT (-113.9373424 50.9167998)
ANIMAL - TURTLE,RAN026,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,110026,15,SPRING TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-114.1959774 51.120663)
,WHI003,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,140003,7,TEETER TOTTER SEESAW,FULCRUM,,,,,,,,,JUNIOR,POINT (-113.9672185 51.0935617)
"XX ACR 2 
POPP DROPP",CHW402,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,17,WATER PARK TOY,NO BREAKDOWN,,,,,,,,,,POINT (-114.1093342 51.081)
,THO569,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,130569,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-114.0816245 51.1058342)
,DOV030,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,17,WATER PARK TOY,NO BREAKDOWN,,,,,,,,,COMBINED,POINT (-113.9940095 51.0264997)
,COV089,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,150089,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,COMBINED,POINT (-114.0642485 51.1699894)
,EDG048,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,170048,2,SLIDE,STRAIGHT SLIDE,,,,,,,,,JUNIOR,POINT (-114.1556086 51.1227574)
,MRT112,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140112,15,SPRING TOY,ANIMAL,LITTLE TIKES,,,,,,,,SENIOR,POINT (-113.9659572 51.1226781)
,HAY236,,CALGARY PARKS,CALGARY PARKS,ACTIVITY PANEL,ACTIVE,,4,STATIONARY TOY,PLAY PANEL,GAMETIME,,,,,,,,,POINT (-114.0781148 50.9663488)
NO DAS OR ORTHO AT FAC; 2020/02/20: PARK REDEVELOPED BY PARKS FOUNDATION; FACD 2019/12/19 BY PARKS MANAGMENT (N BERNARD) NO OFFICIAL CCC OR FAC DOC.  USED 2018/12/19 FOR CCC AS PER R MAY.  PARK INSPECTOR: R MAY,FLN607,,CALGARY PARKS,CALGARY PARKS,SWINGING,ACTIVE,,4,STATIONARY TOY,BRIDGE,,,,,,,,NO,,POINT (-113.9711029 51.0435753)
XX ACR 2,AUB005,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-113.9514425 50.8870163)
,CAN342,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,VERTICAL LADDER CLIMBER,,,,,,,,,SENIOR,POINT (-114.0730906 50.9351935)
,REN791,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,450791,5,SPINNING TOY,SPINNING POLE,PLAYWORLD,,,,,,,,JUNIOR,POINT (-114.044282 51.0598479)
,GBK610,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,440610,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TYKES,,,,,,,NO,SENIOR,POINT (-114.1549155 51.0288591)
,LKV525,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,440525,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,,SENIOR,POINT (-114.1368059 50.9988413)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,VAL076,,CALGARY PARKS,CALGARY PARKS,PUSH UP STATION; R:\AMENITIES\MISCELLANEOUSVAL076\FIT_PARK,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.2473944 51.0913177)
,WIN854,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,SPINNING POLE,,0,0,0,0,0,0,,SENIOR,POINT (-114.0530828 51.0771086)
,WIN310,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,7,TEETER TOTTER SEESAW,SPRING TEETER,,0,0,0,0,0,0,,JUNIOR,POINT (-114.0466103 51.072755)
,CRM003,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,,POINT (-114.2705168 51.0837288)
,ALT701,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,YES,JUNIOR,POINT (-114.0901082 51.0093053)
,CNS022,,CALGARY PARKS,CALGARY PARKS,FOR 5 - 12 YEARS,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LANDSCAPE STRUCTURES,,,,,,,,,POINT (-113.9300019 51.1585194)
,CED105,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,310105,1,SWING,NO BREAKDOWN,BLUE IMP,2,0,0,0,0,0,,JUNIOR,POINT (-114.1209819 50.9596055)
,RDL851,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,450851,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,,JUNIOR,POINT (-114.081361 51.061382)
METAL ROUND TOWER,BED611,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,150611,3,CLIMBER,HORIZONTAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.0636252 51.1305571)
DISCOVERED ASSET,RIC641,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,7,TEETER TOTTER SEESAW,FULCRUM,BLUE IMP,,,,,,,NO,SENIOR,POINT (-114.1139911 51.0264313)
,ING014,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,JUNIOR,POINT (-114.0394312 51.0435914)
,EVE802,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,JUNIOR,POINT (-114.1229506 50.9108603)
HORIZONTAL LADDER,PAL059,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,310059,3,CLIMBER,HORIZONTAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.1139795 50.9640763)
,OAK069,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,15,SPRING TOY,VEHICLE,LITTLE TIKES,,,,,,,,JUNIOR,POINT (-114.1348243 50.9715988)
PARKS FOUNDATION PROJECT,GPK056,,CALGARY PARKS,CALGARY PARKS,"2022/01/18:THERE IS ENDOWMENT FUNDS FOR THE MUSICAL INSTRUMENTS, GO THROUGH PARKS FOUNDATION TO RECEIVE FUNDS; R:\AGREEMENTS\MISC_AGREEMENTS\ GPK056_ENDOWMENT_LETTER_QUINTERRA_MUSICAL_INSTRUMENTS",ACTIVE,,4,STATIONARY TOY,PLAY PANEL,BDI PLAY DESIGNS,,,,,,,,COMBINED,POINT (-114.1222104 50.9751358)
,EVE108,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,330108,1,SWING,NO BREAKDOWN,,,2,,,,,,SENIOR,POINT (-114.1027659 50.915975)
,SIG721,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,440721,1,SWING,NO BREAKDOWN,LITTLE TIKES,1,1,0,0,0,0,NO,COMBINED,POINT (-114.1718295 51.0261185)
,FHT613,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,VERTICAL LADDER CLIMBER,,,,,,,,,SENIOR,POINT (-113.9711639 51.0500242)
,APP903,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,4,STATIONARY TOY,ANIMAL,,,,,,,,,JUNIOR,POINT (-113.9292696 51.0475609)
,EVN275,,CALGARY PARKS,LEASE HOLDER,,INSTALLED,,4,STATIONARY TOY,STEPPING LOGS,,,,,,,,,,POINT (-114.10959 51.1728647)
SERPENTINE,DOV783,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,350783,3,CLIMBER,RIBBON SPIRAL CLIMBER,,,,,,,,,SENIOR,POINT (-113.9953599 51.0198847)
ACR 2,EAU120,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,410120,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BLUE IMP,,,,,,,,SENIOR,POINT (-114.0709489 51.0559186)
,TUS643,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120643,3,CLIMBER,DOME NET OR WEB CLIMBER,,,,,,,,NO,SENIOR,POINT (-114.247559 51.1360315)
NO DAS,HAY242,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,3,CLIMBER,WOODEN CLIMBER,NATURE'S INSTRUMENTS,,,,,,,,SENIOR,POINT (-114.0867694 50.9737693)
NO ORTHO OR DAS AT CAPTURE; MAY NEED TO MOVE,STR815,,CALGARY PARKS,CALGARY PARKS,2018/04/24: PG EQUIPMENT DONATED THROUGH FUNDRAISING EFFORTS BY COMMUNITY ASSOCIATION WITH PARKS FOUNDATION,ACTIVE,,7,TEETER TOTTER SEESAW,SPRING TEETER,PLAYSTEEL FIT,,,,,,,NO,,POINT (-114.1915469 51.0490742)
,TEM054,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,140054,3,CLIMBER,BILLY GOAT BRIDGE,BLUE IMP,,,,,,,,SENIOR,POINT (-113.9421326 51.09168)
,09Q787,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,4,STATIONARY TOY,MUSICAL TOY,,,,,,,,YES,COMBINED,POINT (-113.943604 51.0351199)
,EDG054,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,170054,2,SLIDE,STRAIGHT SLIDE,,,,,,,,,SENIOR,POINT (-114.1394358 51.1184156)
,CED088,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,310088,9,MULTI PLAY COMPLEX,NO BREAKDOWN,LITTLE TIKES,,,,,,,,SENIOR,POINT (-114.1232354 50.9523828)
,TUS622,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120622,9,MULTI PLAY COMPLEX,NO BREAKDOWN,BIGTOYS INC,,,,,,,NO,SENIOR,POINT (-114.2340779 51.1270802)
ACR 3,CHN115,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,410115,1,SWING,NO BREAKDOWN,BLUE IMP,1,1,0,0,0,0,NO,COMBINED,POINT (-114.0635107 51.0518299)
,WHL273,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,15,SPRING TOY,NO BREAKDOWN,,,,,,,,,JUNIOR,POINT (-114.1132833 51.0499115)
,ING028,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,5,SPINNING TOY,FLAT DISC OR MERRY GO ROUND,,,,,,,,,SENIOR,POINT (-114.0202384 51.032354)
,BRA104,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,310104,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,JUNIOR,POINT (-114.1113446 50.956696)
,WAL024,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,1,SWING,NO BREAKDOWN,LANDSCAPE STRUCTURES,,,,,1,,NO,,POINT (-114.0150906 50.8655583)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,HAW014,,CALGARY PARKS,CALGARY PARKS,FITNESS PUSH UP WOODMETAL,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.1805373 51.125203)
"2020/12/28: NO DAS AT TIME OF CAPUTRE, NEED TO REALIGN",CIT971,,CALGARY PARKS,CALGARY PARKS,SENSORY WAVE SEAT,ACTIVE,,5,SPINNING TOY,CUP BOWL OR TUB,GAMETIME,,,,,,,,,POINT (-114.1685571 51.1379424)
METAL & PLASTIC,MPL180,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,320180,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,SENIOR,POINT (-114.0369865 50.9544039)
,MCT834,,CALGARY PARKS,CALGARY PARKS,LILY PAD; OAA EXPIRED 2023/02/21. NOW PARKS MAINTAINED,ACTIVE,,17,WATER PARK TOY,NO BREAKDOWN,,,,,,,,,,POINT (-113.9665013 50.922471)
,BOW190,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,120190,3,CLIMBER,HORIZONTAL CLIMBER,,,,,,,,,SENIOR,POINT (-114.1963162 51.0873191)
GREENWAY,APP904,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR; GREENWAY; CCC/FACD WITH PH 2,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,COMBINED,POINT (-113.9229027 51.0513053)
,HUN587,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,6,CLIMBING WALL STRUCTURE,NO BREAKDOWN,KIDNATION,,,,,,,,,POINT (-114.0714133 51.1184203)
,RUN263,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,2,SLIDE,STRAIGHT SLIDE,,0,0,0,0,0,0,,SENIOR,POINT (-113.9755053 51.0706886)
,ARB657,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,JUNIOR,POINT (-114.1844231 51.1409762)
2024-01-29: MOVED TO PG EQUIPMENT AS PER A KOCHANCZYK. INFRASTRUCTIRE LEAD,COV106,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,,16,FITNESS EQUIPMENT,NO BREAKDOWN,,,,,,,,,,POINT (-114.0595534 51.166067)
,GDL818,,CALGARY PARKS,CALGARY PARKS AND OTHER BU,,ACTIVE,430818,1,SWING,NO BREAKDOWN,BLUE IMP,2,2,0,0,0,0,NO,COMBINED,POINT (-114.1519192 51.0330969)
,ARB215,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,,9,MULTI PLAY COMPLEX,NO BREAKDOWN,,,,,,,,,JUNIOR,POINT (-114.2067151 51.137216)
XX ACR 2,ASP514,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,GAMETIME,0,1,1,0,0,0,YES,SENIOR,POINT (-114.2183701 51.0415694)
SCHOOL BUS,NHV817,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,130817,4,STATIONARY TOY,VEHICLE,LITTLE TIKES,,,,,,,,SENIOR,POINT (-114.0886687 51.1007126)
,MPK535,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,360535,1,SWING,NO BREAKDOWN,,1,1,0,0,0,0,,SENIOR,POINT (-113.9516014 51.0559915)
METAL ROPE,ASP508,,CALGARY PARKS,CALGARY PARKS,SENIOR,ACTIVE,430508,3,CLIMBER,DOME NET OR WEB CLIMBER,DYNAMO,,,,,,,NO,SENIOR,POINT (-114.2136509 51.0433433)
,DAL072,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,170072,15,SPRING TOY,ANIMAL,BLUE IMP,,,,,,,NO,JUNIOR,POINT (-114.1655773 51.1176863)
,COR353,,CALGARY PARKS,CALGARY PARKS,JUNIOR/SENIOR,ACTIVE,,1,SWING,NO BREAKDOWN,,1,1,,,,,,COMBINED,POINT (-113.9258631 51.1006676)
,PIN021,,CALGARY PARKS,CALGARY PARKS,JUNIOR,ACTIVE,160021,3,CLIMBER,BILLY GOAT BRIDGE,,,,,,,,,JUNIOR,POINT (-113.9574889 51.0698177)
